OBJECTID,OID_,TAX_ID,Shape_Leng,FRONTFEET,DEPTH,ACRES,FFxDAcres,Shape_Acre,TAX_ID_1,SURA,SEIZB,TNT_NAME,Nhood,Quad,LUCODE,LandUse,Units,AmtDelinqu,TOTINT,YrsDelinqu,StNum,StName,Lvalue,Fvalue,CityTaxabl,STARS,STARC,STAR,YEARB,SALES,PNUMBR,WARD,SBL,CountyTXBL,SchoolTXBL,TOTSYR,TOTONO,INTSYR,INTONO,ACTRST,SENIOR_EXE,VET_EXEMPT
304,0,31150000100100010120000000,1812.43267553,380.92000000,387.38000000,3.39000000,3.38752961,4.40229353,31150000100100010120000000,N, ,Northside,Lakefront,NW,651,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,369-79,SIXTH NORTH ST,186000.00000000,1168100.00000000,0.00000000,0.00000000,0.00000000, ,1994, ,0183000901,01,001.1-01-12.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
305,0,31150006300000020200010000,4010.37698572,1100.00000000,1457.28000000,36.80000000,36.80000000,14.46967370,31150006300000020200010000,N, ,Valley,South Valley,SE,682,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,181,LAFAYETTE RD REAR,504800.00000000,531300.00000000,531300.00000000,531300.00000000,531300.00000000, ,1970, ,1450200105,14,063.-02-20.1,531300.00000000,531300.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
306,0,31150007300000070030000000,493.09699422,213.01000000,194.60000000,0.95000000,0.95160115,0.19260231,31150007300000070030000000,N, ,Southside,North Valley,SW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,101,ATLANTIC AVE & BALLANTYNE,8400.00000000,8400.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1304300100,13,073.-07-03.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
307,0,31150007000000070100000000,4775.59807001,420.00000000,235.00000000,2.27000000,2.26584022,19.08047105,31150007000000070100000000,N, ,Valley,North Valley,SW,592,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,301,FLORENCE AVE W TO MILBURN,108900.00000000,180700.00000000,0.00000000,0.00000000,0.00000000, ,1960, ,1329200101,13,070.-07-10.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
308,0,31150007000000080180030000,2720.28818123,468.00000000,271.44000000,2.92000000,2.91629752,8.18732684,31150007000000080180030000,N, ,Valley,North Valley,SW,612,Schools,0.00000000,0.00000000,0.00000000,0.00000000,3740,MIDLAND AVE TO SENECA TNP,320000.00000000,4796000.00000000,0.00000000,0.00000000,0.00000000, ,1965, ,1361012704,13,070.-08-18.3,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
309,0,31150006900000070350000000,1471.30870458,580.00000000,154.44000000,2.06000000,2.05636364,2.04880070,31150006900000070350000000,N, ,Valley,South Valley,SW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,105,ACADEMY GRN,50800.00000000,50800.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1301000100,13,069.-07-35.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
310,0,31150007300000110180000000,2512.05311087,549.77000000,740.00000000,9.34000000,9.33952709,8.76628798,31150007300000110180000000,N, ,Valley,North Valley,SW,612,Schools,0.00000000,0.00000000,0.00000000,0.00000000,415,LOOMIS AVE,289900.00000000,3480000.00000000,0.00000000,0.00000000,0.00000000, ,1978, ,1353003800,13,073.-11-18.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
311,0,31150007100000060130000000,4024.84574245,50.00000000,728.67000000,0.84000000,0.83639807,13.90418048,31150007100000060130000000,N, ,Valley,North Valley,SE,633,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,413,GLEN AVE E,605500.00000000,10977575.00000000,50000.00000000,50000.00000000,50000.00000000, ,0000, ,1432004002,14,071.-06-13.0,50000.00000000,50000.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
312,0,31150007300000110170000000,4081.69001331,75.00000000,1507.00000000,2.59000000,2.59469697,9.32760765,31150007300000110170000000,N, ,Valley,North Valley,SW,972,Parks,0.00000000,0.00000000,0.00000000,0.00000000,611,BALLANTYNE RD & ONONDAGA,37000.00000000,37000.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1305100401,13,073.-11-17.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
313,0,31150007500000140310010000,1551.99362367,45.00000000,1715.00000000,1.77000000,1.77169421,1.27937807,31150007500000140310010000,Y, ,Southside,Brighton,SW,692,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,621,OSTRANDER AVE W,38600.00000000,38600.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1367007501,13,075.-14-31.1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
314,0,31150007500000110460000000,378.96067579,68.00000000,122.00000000,0.19000000,0.19044995,0.18963599,31150007500000110460000000,Y, ,Southside,Brighton,SW,692,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,2730-34,MIDLAND AVE & MATSON AVE,18300.00000000,20000.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1361004601,13,075.-11-46.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
315,0,31150008000000110680000000,2354.44672970,80.00000000,601.00000000,1.10000000,1.10376492,6.07524923,31150008000000110680000000,N, ,Southside,Strathmore,SW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,541,ROBINEAU RD,345000.00000000,345000.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1377004405,13,080.-11-68.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
316,0,31150005800000100050000000,459.06101165,61.33000000,171.00000000,0.24000000,0.24075826,0.24289623,31150005800000100050000000,N, ,Eastside,Outer Comstock,SE,695,Cemetery,0.00000000,0.00000000,0.00000000,0.00000000,832,COLVIN ST E,20900.00000000,20900.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1918007200,19,058.-10-05.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
317,0,31150007700000030110000000,786.55659438,117.63000000,282.00000000,0.76000000,0.76151653,0.56540297,31150007700000030110000000,Y, ,Southside,Brighton,SW,662,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,2410-2420,SALINA ST S TO WEBSTER AV,87900.00000000,650000.00000000,0.00000000,0.00000000,0.00000000, ,1972, ,1979005700,19,077.-03-11.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
318,0,31150005100000020040010000,1247.55085353,100.00000000,132.00000000,0.30000000,0.30303030,2.10630869,31150005100000020040010000,N, ,Eastside,University Neighborhood,SE,592,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,1408,LANCASTER AVE,250000.00000000,400000.00000000,0.00000000,0.00000000,0.00000000, ,1990, ,1950004601,19,051.-02-04.1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
319,0,31150005700000020020030000,1101.26976643,430.00000000,126.00000000,1.24000000,1.24380165,1.24069550,31150005700000020020030000,N, ,Eastside,South Campus,SE,613,Schools,24.00000000,0.00000000,0.00000000,0.00000000,1702,COLVIN ST E,270000.00000000,4929000.00000000,0.00000000,0.00000000,0.00000000, ,2008, ,1918014003,19,057.-02-02.3,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
320,0,31150005800000100040000000,1767.31752199,126.00000000,448.00000000,2.10000000,1.29586777,2.12427006,31150005800000100040000000,N, ,Eastside,Outer Comstock,SE,695,Cemetery,0.00000000,0.00000000,0.00000000,0.00000000,830-34,COLVIN ST E,51700.00000000,51700.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1918007300,19,058.-10-04.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
321,0,31150005100000020070010000,2383.51305043,241.48000000,943.50000000,5.23000000,5.23040358,5.24799274,31150005100000020070010000,N, ,Eastside,University Neighborhood,SE,592,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,1487,COLVIN ST E & HAFFENDEN R,399100.00000000,404000.00000000,0.00000000,0.00000000,0.00000000, ,1990, ,1918012102,19,051.-02-07.1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
322,0,31150007700000030010000000,904.23496926,191.24000000,261.69000000,1.15000000,1.14888879,1.10598339,31150007700000030010000000,Y, ,Southside,Brighton,SW,652,Community Services,0.00000000,33.74000000,42.00000000,1.00000000,2200,SALINA ST S & COLVIN ST W,120300.00000000,593800.00000000,0.00000000,0.00000000,0.00000000, ,1982, ,1979003700,19,077.-03-01.0,0.00000000,0.00000000,33.74000000,0.00000000,42.00000000,0.00000000, , , 
323,0,31150005800000140020000000,2482.47447703,345.93000000,824.72000000,6.55000000,6.54948094,6.26601275,31150005800000140020000000,N, ,Eastside,Outer Comstock,SE,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,1212-44,COLVIN ST E & COMSTOCK AV,106000.00000000,140000.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1918010900,19,058.-14-02.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
